,target,robot_pos,action,value
252,2,2,0,0.0512995608150959
253,2,2,1,0.02560180410121878
254,2,2,2,0.028717489757885534
255,2,2,3,0.05087122259040674
256,2,2,4,0.06720621045678854
257,2,2,5,0.7763036886850992
258,2,3,0,0.15242295463879904
259,2,3,1,0.13205835968255997
260,2,3,2,0.15805152306954065
261,2,3,3,0.10530887295802434
262,2,3,4,0.19877536098162332
263,2,3,5,0.2533829603344202
264,2,4,0,0.11627207944790523
265,2,4,1,0.07837161421775818
266,2,4,2,0.2049616314470768
267,2,4,3,0.09434446071585019
268,2,4,4,0.3541692644357681
269,2,4,5,0.15188095853469954
270,2,5,0,0.1033622312049071
271,2,5,1,0.06818471476435661
272,2,5,2,0.17846379180749258
273,2,5,3,0.09087968307236831
274,2,5,4,0.2007126808166504
275,2,5,5,0.35839686204599275
276,2,6,0,0.1348537007967631
277,2,6,1,0.12071926022569339
278,2,6,2,0.2612761817872524
279,2,6,3,0.11701774100462596
280,2,6,4,0.2210847536722819
281,2,6,5,0.14504837301986603
282,2,7,0,0.0744437538087368
283,2,7,1,0.040961972127358116
284,2,7,2,0.28371144955356914
285,2,7,3,0.07044051215052605
286,2,7,4,0.17403915524482727
287,2,7,5,0.35640316655765975
288,2,8,0,0.06435830580691497
289,2,8,1,0.04821049980819225
290,2,8,2,0.3339262567460537
291,2,8,3,0.0835183843349417
292,2,8,4,0.12430309193829696
293,2,8,5,0.3456834549407783
294,2,9,0,0.12050808717807134
295,2,9,1,0.09863206868370374
296,2,9,2,0.13091817249854407
297,2,9,3,0.15959682812293371
298,2,9,4,0.1571901167432467
299,2,9,5,0.3331547388806939
300,2,10,0,0.11743366718292236
301,2,10,1,0.13918696468075117
302,2,10,2,0.040379089613755546
303,2,10,3,0.27426118155320484
304,2,10,4,0.08807019765178363
305,2,10,5,0.3406689229110877
306,2,11,0,0.03462264904131492
307,2,11,1,0.02008921488110597
308,2,11,2,0.015687982512948413
309,2,11,3,0.038932397961616516
310,2,11,4,0.02552847672874729
311,2,11,5,0.8651393055915833
312,2,12,0,0.16063429415225983
313,2,12,1,0.3266839136679967
314,2,12,2,0.0496335793286562
315,2,12,3,0.19242124756177267
316,2,12,4,0.11770296841859818
317,2,12,5,0.15292401860157648
318,2,13,0,0.1541081666946411
319,2,13,1,0.33858153223991394
320,2,13,2,0.05233088632424673
321,2,13,3,0.24206596612930298
322,2,13,4,0.15810375412305197
323,2,13,5,0.05480966965357462
324,2,14,0,0.1383844514687856
325,2,14,1,0.38213493923346203
326,2,14,2,0.05547618245085081
327,2,14,3,0.16684882839520773
328,2,14,4,0.14579657713572183
329,2,14,5,0.1113589605714272
330,2,15,0,0.15441844860712686
331,2,15,1,0.49456852674484253
332,2,15,2,0.046289894729852676
333,2,15,3,0.12131189306577046
334,2,15,4,0.15181673566500345
335,2,15,5,0.031594477622396276
336,2,16,0,0.1393012007077535
337,2,16,1,0.4243473807970683
338,2,16,2,0.1577111060420672
339,2,16,3,0.10774886359771092
340,2,16,4,0.17024949193000793
341,2,16,5,0.0006419456584202029
342,2,17,0,0.12240517636140187
343,2,17,1,0.4064243733882904
344,2,17,2,0.22028534611066183
345,2,17,3,0.09756840765476227
346,2,17,4,0.15329131484031677
347,2,17,5,2.5353669684591296e-05
348,2,18,0,0.14226471384366354
349,2,18,1,0.27198582887649536
350,2,18,2,0.2953111131985982
351,2,18,3,0.08668188005685806
352,2,18,4,0.2036798894405365
353,2,18,5,7.656829219134427e-05
354,2,19,0,0.1406149019797643
355,2,19,1,0.26820234954357147
356,2,19,2,0.2934628576040268
357,2,19,3,0.09131766110658646
358,2,19,4,0.2063819169998169
359,2,19,5,2.029992341097871e-05
360,3,0,0,0.13869480540355048
361,3,0,1,0.10570714871088664
362,3,0,2,0.24771981686353683
363,3,0,3,0.10149433463811874
364,3,0,4,0.14574819803237915
365,3,0,5,0.2606356777250767
366,3,1,0,0.1167167102297147
367,3,1,1,0.0932392105460167
368,3,1,2,0.06734642758965492
369,3,1,3,0.1027017558614413
370,3,1,4,0.1378298426667849
371,3,1,5,0.48216602206230164
372,3,2,0,0.08047609652082126
373,3,2,1,0.06508017921199401
374,3,2,2,0.06587517571945985
375,3,2,3,0.0733110283811887
376,3,2,4,0.10635929244259994
377,3,2,5,0.6088982323805491
378,3,3,0,0.1370680257678032
379,3,3,1,0.2048312152425448
380,3,3,2,0.21584992110729218
381,3,3,3,0.11503684520721436
382,3,3,4,0.16040053715308508
383,3,3,5,0.16681341206034025
384,3,4,0,0.1035021369655927
385,3,4,1,0.09367268159985542
386,3,4,2,0.2502956371754408
387,3,4,3,0.0892122033983469
388,3,4,4,0.32125837355852127
389,3,4,5,0.1420589699409902
390,3,5,0,0.11913046985864639
391,3,5,1,0.15128024419148764
392,3,5,2,0.26200839256246883
393,3,5,3,0.12556819121042886
394,3,5,4,0.18227277199427286
395,3,5,5,0.15973994401671612
396,3,6,0,0.12576511998971304
397,3,6,1,0.25577380259831745
398,3,6,2,0.3231404597560565
399,3,6,3,0.10796796530485153
400,3,6,4,0.1525114377339681
401,3,6,5,0.03484125848626718
402,3,7,0,0.09949160863955815
403,3,7,1,0.07161912818749745
404,3,7,2,0.3081619416673978
405,3,7,3,0.07406100258231163
406,3,7,4,0.2774205630024274
407,3,7,5,0.16924575800120087
408,3,8,0,0.08545091624061267
409,3,8,1,0.061206008618076645
410,3,8,2,0.36239597185825306
411,3,8,3,0.08672647240261237
412,3,8,4,0.10235866904258728
413,3,8,5,0.30186200835760246
414,3,9,0,0.1312028244137764
415,3,9,1,0.1929862480610609
416,3,9,2,0.11315371220310529
417,3,9,3,0.08915686110655467
418,3,9,4,0.17676850408315659
419,3,9,5,0.29673180853327114
420,3,10,0,0.12054076542456944
421,3,10,1,0.2827084995806217
422,3,10,2,0.04890246503055096
423,3,10,3,0.14877061918377876
424,3,10,4,0.10959287484486897
425,3,10,5,0.28948474675416946
426,3,11,0,0.05396373337134719
427,3,11,1,0.033112805569544435
428,3,11,2,0.0404021879658103
429,3,11,3,0.046568047565718494
430,3,11,4,0.04064318739498655
431,3,11,5,0.7853100498517355
432,3,12,0,0.16322589914004007
433,3,12,1,0.3845386157433192
434,3,12,2,0.07997919867436092
435,3,12,3,0.16912774741649628
436,3,12,4,0.08272775014241536
437,3,12,5,0.12040078019102414
438,3,13,0,0.16254023214181265
439,3,13,1,0.41185081005096436
440,3,13,2,0.0680222970743974
441,3,13,3,0.19696530203024545
442,3,13,4,0.13262422382831573
443,3,13,5,0.02799713828911384
444,3,14,0,0.13503261903921762
445,3,14,1,0.45798341433207196
446,3,14,2,0.06291665881872177
447,3,14,3,0.16634014000495276
448,3,14,4,0.10571953902641933
449,3,14,5,0.07200766800330409
450,3,15,0,0.12335804104804993
451,3,15,1,0.6105391383171082
452,3,15,2,0.047867853194475174
453,3,15,3,0.10529046505689621
454,3,15,4,0.10321142027775447
455,3,15,5,0.00973314088605548
456,3,16,0,0.13572398573160172
457,3,16,1,0.5253879030545553
458,3,16,2,0.12596156944831213
459,3,16,3,0.1054584061106046
460,3,16,4,0.10734608272711436
461,3,16,5,0.00012195360083448274
462,3,17,0,0.131656214594841
463,3,17,1,0.4249825229247411
464,3,17,2,0.22220156590143839
465,3,17,3,0.13394772509733835
466,3,17,4,0.08718728522459666
467,3,17,5,2.466841218999131e-05
468,3,18,0,0.14464008808135986
469,3,18,1,0.29920002321402234
470,3,18,2,0.3119267125924428
471,3,18,3,0.12547166893879572
472,3,18,4,0.11872344960769017
473,3,18,5,3.804478202103686e-05
474,3,19,0,0.13596964379151663
475,3,19,1,0.2797676573197047
476,3,19,2,0.3144029676914215
477,3,19,3,0.14686420559883118
478,3,19,4,0.12298684070507686
479,3,19,5,8.63723797313772e-06
