,target,robot_pos,action,value
107,0,17,5,3.461994128883816e-05
108,0,18,0,0.16911423206329346
109,0,18,1,0.37725886702537537
110,0,18,2,0.0998610407114029
111,0,18,3,0.02815045230090618
112,0,18,4,0.3253461420536041
113,0,18,5,0.000269385491264984
114,0,19,0,0.12238677591085434
115,0,19,1,0.2973639667034149
116,0,19,2,0.10882531851530075
117,0,19,3,0.11536413431167603
118,0,19,4,0.17479997873306274
119,0,19,5,0.1812599003314972
120,1,0,0,0.13071312010288239
121,1,0,1,0.0776262879371643
122,1,0,2,0.3178858160972595
123,1,0,3,0.11285902559757233
124,1,0,4,0.3609129786491394
125,1,0,5,2.7114767817693064e-06
126,1,1,0,0.15152299404144287
127,1,1,1,0.06607970595359802
128,1,1,2,0.1627805382013321
129,1,1,3,0.04675363376736641
130,1,1,4,0.5728618502616882
131,1,1,5,1.2740608781314222e-06
132,1,2,0,0.14356404542922974
133,1,2,1,0.06621531397104263
134,1,2,2,0.16017571091651917
135,1,2,3,0.05641186237335205
136,1,2,4,0.5736319422721863
137,1,2,5,1.129482939177251e-06
138,1,3,0,0.14172175526618958
139,1,3,1,0.06070845574140549
140,1,3,2,0.15955960750579834
141,1,3,3,0.05411074310541153
142,1,3,4,0.5838985443115234
143,1,3,5,8.961519029071496e-07
144,1,4,0,0.14504821598529816
145,1,4,1,0.06456625461578369
146,1,4,2,0.15017098188400269
147,1,4,3,0.11380521208047867
148,1,4,4,0.5264018177986145
149,1,4,5,7.528691185143543e-06
150,1,5,0,0.1415291428565979
151,1,5,1,0.05876576900482178
152,1,5,2,0.16060340404510498
153,1,5,3,0.05668054148554802
154,1,5,4,0.5824201107025146
155,1,5,5,1.04953937807295e-06
156,1,6,0,0.08722590655088425
157,1,6,1,0.03615064546465874
158,1,6,2,0.693754255771637
159,1,6,3,0.016441525891423225
160,1,6,4,0.1664271503686905
161,1,6,5,4.1268540940109233e-07
162,1,7,0,0.11710941046476364
163,1,7,1,0.05582270398736
164,1,7,2,0.44619423151016235
165,1,7,3,0.05685516819357872
166,1,7,4,0.3240169882774353
167,1,7,5,1.5161293731580372e-06
168,1,8,0,0.1014995127916336
169,1,8,1,0.05341581255197525
170,1,8,2,0.61213618516922
171,1,8,3,0.029660185799002647
172,1,8,4,0.2032879889011383
173,1,8,5,3.7680146647289803e-07
174,1,9,0,0.08534613996744156
175,1,9,1,0.035397183150053024
176,1,9,2,0.7063747644424438
177,1,9,3,0.02582670748233795
178,1,9,4,0.1470542699098587
179,1,9,5,9.122782671511231e-07
180,1,10,0,0.16670659184455872
181,1,10,1,0.10793814808130264
182,1,10,2,0.2743185758590698
183,1,10,3,0.006271159276366234
184,1,10,4,0.4447609484195709
185,1,10,5,4.610919859260321e-06
186,1,11,0,0.1297340840101242
187,1,11,1,0.07206791639328003
188,1,11,2,0.5571783185005188
189,1,11,3,0.008362645283341408
190,1,11,4,0.23265665769577026
191,1,11,5,3.4916138247353956e-07
192,1,12,0,0.08647940307855606
193,1,12,1,0.04435904696583748
194,1,12,2,0.7260260581970215
195,1,12,3,0.0430244617164135
196,1,12,4,0.10011057555675507
197,1,12,5,4.2200915117973636e-07
198,1,13,0,0.1781947761774063
199,1,13,1,0.07377289235591888
200,1,13,2,0.5260490775108337
201,1,13,3,0.014334339648485184
202,1,13,4,0.2076091468334198
203,1,13,5,3.980912151746452e-05
204,1,14,0,0.08679665625095367
205,1,14,1,0.04745229706168175
206,1,14,2,0.52763831615448
207,1,14,3,0.21254989504814148
208,1,14,4,0.12556211650371552
209,1,14,5,7.017288794486376e-07
210,1,15,0,0.06946557760238647
211,1,15,1,0.03556085377931595
212,1,15,2,0.6680683493614197
213,1,15,3,0.1442529857158661
214,1,15,4,0.08265180140733719
215,1,15,5,4.540565896604676e-07
216,1,16,0,0.07032536715269089
217,1,16,1,0.0365426205098629
218,1,16,2,0.6831657290458679
219,1,16,3,0.1204710528254509
220,1,16,4,0.0894949659705162
221,1,16,5,2.1626118495987612e-07
222,1,17,0,0.08875485509634018
223,1,17,1,0.04138769581913948
224,1,17,2,0.4848983585834503
225,1,17,3,0.24769368767738342
226,1,17,4,0.13726495206356049
227,1,17,5,4.726209965610906e-07
228,1,18,0,0.16583368182182312
229,1,18,1,0.07114280760288239
230,1,18,2,0.1383552849292755
231,1,18,3,0.4652949273586273
232,1,18,4,0.15887823700904846
233,1,18,5,0.0004949555732309818
234,1,19,0,0.04982990399003029
235,1,19,1,0.010535110719501972
236,1,19,2,0.008136843331158161
237,1,19,3,0.04655183106660843
238,1,19,4,0.023439975455403328
239,1,19,5,0.8615063428878784
240,2,0,0,0.16278713941574097
241,2,0,1,0.09599121659994125
242,2,0,2,0.3609084188938141
243,2,0,3,0.06277604401111603
244,2,0,4,0.31641626358032227
245,2,0,5,0.0011209155200049281
246,2,1,0,0.13160790503025055
247,2,1,1,0.09943906217813492
248,2,1,2,0.2270715832710266
249,2,1,3,0.030535582453012466
250,2,1,4,0.5113199353218079
251,2,1,5,2.5932578864740208e-05
252,2,2,0,0.1404239535331726
253,2,2,1,0.104627326130867
254,2,2,2,0.20952823758125305
255,2,2,3,0.032100848853588104
256,2,2,4,0.5132368206977844
257,2,2,5,8.278289169538766e-05
258,2,3,0,0.14362932741641998
259,2,3,1,0.08919750154018402
260,2,3,2,0.23159745335578918
261,2,3,3,0.03188202530145645
262,2,3,4,0.5036338567733765
263,2,3,5,5.985398456687108e-05
264,2,4,0,0.17967163026332855
265,2,4,1,0.08781230449676514
266,2,4,2,0.26256486773490906
267,2,4,3,0.0639941394329071
268,2,4,4,0.40320104360580444
269,2,4,5,0.0027561055030673742
270,2,5,0,0.1406853049993515
271,2,5,1,0.09359971433877945
272,2,5,2,0.21925795078277588
273,2,5,3,0.029955284669995308
274,2,5,4,0.5164304971694946
275,2,5,5,7.121093949535862e-05
276,2,6,0,0.055497970432043076
277,2,6,1,0.038240719586610794
278,2,6,2,0.6751794219017029
279,2,6,3,0.02215564250946045
280,2,6,4,0.20892557501792908
281,2,6,5,6.14012492405891e-07
282,2,7,0,0.10895587503910065
283,2,7,1,0.044674988836050034
284,2,7,2,0.5149030089378357
285,2,7,3,0.04368838295340538
286,2,7,4,0.2874669134616852
287,2,7,5,0.00031078042229637504
288,2,8,0,0.07673384249210358
289,2,8,1,0.05109648033976555
290,2,8,2,0.6184343695640564
291,2,8,3,0.03223885968327522
292,2,8,4,0.22149145603179932
293,2,8,5,4.9995646804745775e-06
294,2,9,0,0.05999350920319557
295,2,9,1,0.03745412826538086
296,2,9,2,0.6924120187759399
297,2,9,3,0.024385327473282814
298,2,9,4,0.18575355410575867
299,2,9,5,1.4942709185561398e-06
300,2,10,0,0.1098099797964096
301,2,10,1,0.07390210032463074
302,2,10,2,0.377239853143692
303,2,10,3,0.09057032316923141
304,2,10,4,0.34821727871894836
305,2,10,5,0.00026043414254672825
306,2,11,0,0.07943524420261383
307,2,11,1,0.06878254562616348
308,2,11,2,0.5450550317764282
309,2,11,3,0.11212433874607086
310,2,11,4,0.19455108046531677
311,2,11,5,5.186151247471571e-05
312,2,12,0,0.10839611291885376
313,2,12,1,0.06312273442745209
314,2,12,2,0.5111872553825378
315,2,12,3,0.1778317093849182
316,2,12,4,0.13732276856899261
317,2,12,5,0.0021395671647042036
318,2,13,0,0.09131281822919846
319,2,13,1,0.035604532808065414
320,2,13,2,0.4847464859485626
321,2,13,3,0.21619342267513275
322,2,13,4,0.16899539530277252
323,2,13,5,0.0031473205890506506
324,2,14,0,0.1432303488254547
325,2,14,1,0.065181665122509
326,2,14,2,0.2606325149536133
327,2,14,3,0.1771843284368515
328,2,14,4,0.14049068093299866
329,2,14,5,0.21328043937683105
330,2,15,0,0.13023236393928528
331,2,15,1,0.05688443034887314
332,2,15,2,0.3447815477848053
333,2,15,3,0.18539723753929138
334,2,15,4,0.12777739763259888
335,2,15,5,0.154927060008049
336,2,16,0,0.11681835353374481
337,2,16,1,0.052760422229766846
338,2,16,2,0.261414498090744
339,2,16,3,0.1768750101327896
340,2,16,4,0.11424186080694199
341,2,16,5,0.2778899073600769
342,2,17,0,0.11981918662786484
343,2,17,1,0.04488510638475418
344,2,17,2,0.15831641852855682
345,2,17,3,0.147730752825737
346,2,17,4,0.12157920002937317
347,2,17,5,0.4076693058013916
348,2,18,0,0.06577953696250916
349,2,18,1,0.020625872537493706
350,2,18,2,0.03503560274839401
351,2,18,3,0.0755627229809761
352,2,18,4,0.04930764436721802
353,2,18,5,0.7536885738372803
354,2,19,0,0.13703738152980804
355,2,19,1,0.040066350251436234
356,2,19,2,0.04974546283483505
357,2,19,3,0.15647464990615845
358,2,19,4,0.15313155949115753
359,2,19,5,0.4635445475578308
360,3,0,0,0.18560805916786194
361,3,0,1,0.0990150198340416
362,3,0,2,0.3895191550254822
363,3,0,3,0.06194218620657921
364,3,0,4,0.2632977366447449
365,3,0,5,0.0006178317707963288
366,3,1,0,0.1474398970603943
367,3,1,1,0.14612983167171478
368,3,1,2,0.22265811264514923
369,3,1,3,0.035237785428762436
370,3,1,4,0.44852712750434875
371,3,1,5,7.2305388130189385e-06
372,3,2,0,0.15406545996665955
373,3,2,1,0.14712725579738617
374,3,2,2,0.20729567110538483
375,3,2,3,0.036867063492536545
376,3,2,4,0.4546216130256653
377,3,2,5,2.2895523215993308e-05
378,3,3,0,0.15692554414272308
379,3,3,1,0.12550121545791626
380,3,3,2,0.2253851443529129
381,3,3,3,0.03376080468297005
382,3,3,4,0.45841240882873535
383,3,3,5,1.4830075997451786e-05
384,3,4,0,0.19138109683990479
385,3,4,1,0.11305940896272659
386,3,4,2,0.2755265533924103
387,3,4,3,0.058402981609106064
388,3,4,4,0.3602626919746399
389,3,4,5,0.001367243705317378
390,3,5,0,0.15508796274662018
391,3,5,1,0.1272965967655182
392,3,5,2,0.21902701258659363
393,3,5,3,0.03478921577334404
394,3,5,4,0.4637787938117981
395,3,5,5,2.0506393411778845e-05
396,3,6,0,0.08758846670389175
397,3,6,1,0.04359576478600502
398,3,6,2,0.7012731432914734
399,3,6,3,0.03443601727485657
400,3,6,4,0.13310594856739044
401,3,6,5,6.61575427329808e-07
402,3,7,0,0.1449802964925766
403,3,7,1,0.05067446827888489
404,3,7,2,0.5489541292190552
405,3,7,3,0.04612366855144501
406,3,7,4,0.209025576710701
407,3,7,5,0.00024188532552216202
408,3,8,0,0.10880200564861298
409,3,8,1,0.05345688760280609
410,3,8,2,0.6549793481826782
411,3,8,3,0.04394793137907982
412,3,8,4,0.13880929350852966
413,3,8,5,4.64398681288003e-06
414,3,9,0,0.09143242985010147
415,3,9,1,0.0379694327712059
416,3,9,2,0.7187759280204773
417,3,9,3,0.03458526358008385
418,3,9,4,0.11723502725362778
419,3,9,5,1.9401932149776258e-06
420,3,10,0,0.1724395751953125
421,3,10,1,0.12404923886060715
422,3,10,2,0.3420909643173218
423,3,10,3,0.08862321823835373
424,3,10,4,0.2725910544395447
425,3,10,5,0.00020599315757863224
426,3,11,0,0.11238762736320496
427,3,11,1,0.07062667608261108
428,3,11,2,0.5851238965988159
429,3,11,3,0.1264316290616989
430,3,11,4,0.10535836964845657
431,3,11,5,7.182396802818403e-05
432,3,12,0,0.088835708796978
433,3,12,1,0.03457373008131981
434,3,12,2,0.6373122334480286
435,3,12,3,0.18055301904678345
436,3,12,4,0.05488559603691101
437,3,12,5,0.003839789656922221
438,3,13,0,0.10769413411617279
439,3,13,1,0.03381502255797386
440,3,13,2,0.5300937294960022
441,3,13,3,0.21166928112506866
442,3,13,4,0.10977410525083542
443,3,13,5,0.006953710690140724
444,3,14,0,0.11250793933868408
445,3,14,1,0.04536394774913788
446,3,14,2,0.40785837173461914
447,3,14,3,0.17075423896312714
448,3,14,4,0.07233772426843643
449,3,14,5,0.1911778301000595
450,3,15,0,0.09206652641296387
451,3,15,1,0.031512726098299026
452,3,15,2,0.4850090444087982
453,3,15,3,0.15814900398254395
454,3,15,4,0.05116095766425133
455,3,15,5,0.18210168182849884
456,3,16,0,0.07906918972730637
457,3,16,1,0.02866589091718197
458,3,16,2,0.37975141406059265
459,3,16,3,0.14538869261741638
460,3,16,4,0.042232926934957504
461,3,16,5,0.3248918950557709
462,3,17,0,0.0982881709933281
463,3,17,1,0.0375637486577034
464,3,17,2,0.28935298323631287
465,3,17,3,0.1571549028158188
466,3,17,4,0.07280371338129044
467,3,17,5,0.3448365330696106
468,3,18,0,0.08196529746055603
469,3,18,1,0.04683983698487282
470,3,18,2,0.09495652467012405
471,3,18,3,0.08573414385318756
472,3,18,4,0.06178835779428482
473,3,18,5,0.6287158131599426
474,3,19,0,0.10713627189397812
475,3,19,1,0.06973457336425781
476,3,19,2,0.06584372371435165
477,3,19,3,0.09499361366033554
478,3,19,4,0.17724061012268066
479,3,19,5,0.48505112528800964
